ocena,ime,alkohol,kategorija,cena,opis,ocenjevalec,cas_ocene
76,Lovell Bros. Georgia Sour Mash Whiskey,43.0,Craft Whiskey,28,"Light amber color; no age statement, not labeled as “straight whiskey.” Nose of spiced hard candies, wet oak, mint. Very hot mouth, thin body, muddled flavors of candy and wood. Quite young, with a hot, unpleasant finish. The unaged Lovell Bros. is both more enjoyable and more interesting.",Lew Bryson,Fall 2014
76,K5 Premium Spirit Whisky,40.0,Bhutanese Whisky,50,"From the Land of the Thunder Dragon comes this blend of 8 and 12 year old malts and grain from the Gelephu distillery. It’s clean, light, and fragrant with dried hay notes; like drinking chamomile tea in a tropical greenhouse. The thin flavors show custard tarts, cracker bread, and pencil erasers with a bitter aftertaste of burnt spices. So, not so great as a sipping whisky, but I’ve found it versatile as a base for summer cocktails.",Jonny McCormick,Summer 2014
76,Cinnamon Mist,35.0,Flavored Whisky & Liqueurs,10,"It certainly is cinnamon: got a nose full of it, and not Red Hots, either, this is real cinnamon, just missing the depth of Vietnamese and with, yes, a bit of whisky there. There&#039;s next to no whisky in the mouth, though; this is like a cup of sweet cinnamon tea, something I&#039;d add whisky to. Too sweet, too cinnamon. Where&#039;s the whisky?",Lew Bryson,Spring 2014
76,Maple Mist,35.0,Flavored Whisky & Liqueurs,10,"Warm maple, caramel, and salt in the nose, like caramels being melted for making cookies (something my wife does every Christmas). Thin, boozy maple in the mouth. Disappointing, though I suppose it would be good in desserts, or on desserts. But I really expect more whisky, even in a flavored whisky under 40%.",Lew Bryson,Spring 2014
76,Southern Comfort Bold Black Cherry,35.0,Flavored Whisky & Liqueurs,,"A medicinal cherry smell, like cough syrup and cherry PEZ, edged with a nutty hint of almonds. Medium-bodied; a slow-flow on the tongue. The cherry doesn’t taste real (like Red Stag’s does), and the SoCo sweetness doesn’t help that. There is a pickup at the end, as the spirit seems to evaporate off the tongue. I can’t help thinking that this should have been a slam-dunk…but they missed.",Lew Bryson,Fall 2012
76,Knockando 12 year old,43.0,Single Malt Scotch,,"Since Diageo has included Knockando in its Special Release program it seemed only right to reacquaint myself with the standard bottling. This is Speyside in its maltiest guise. The nose is reminiscent of breakfast cereal: Weetabix and bran flakes, with a whisper of vanilla. The palate is light and dusty, and you get the impression that the malt just wants to scuttle across the tongue and down the throat as quickly as possible. A shy wee mouse of a dram. £30",Dave Broom,Spring 2012
76,Jeremiah Weed Blended Bourbon,45.0,Bourbon/Tennessee,,"A generally sweet palate (a bit too sweet, actually), with vanilla, sweet corn, caramel, marzipan, candied fruit, and a suggestion of red and black licorice, peppered with cinnamon. Slightly harsh on the finish. I wish there was more to balance all the sweetness. (Perhaps some extra aging for some additional dry oak spiciness?)",John Hansell,Spring 2012
76,Red Stag Honey Tea,40.0,Flavored Whisky & Liqueurs,,"The first thing out of the glass is bourbon — 80 proof bottlings will do that — followed by a secondary note of strong-brewed tea with a dollop of honey. It's quite sweet, and hot, and the tea largely disappears except as a frill around the edges. This is more a honey drink than a tea drink, and there are better honey drinks out there.",Lew Bryson,Spring 2012
76,Woodstone Creek 5 Grain Bourbon,47.0,Bourbon/Tennessee,,"There's a medicinal, darkroom aroma right up front, and a dry graininess (with just a dusting of baker's chocolate) to the nose. It carries through in the mouth, with a faintly chemical astringency that takes away from the underlying corn sweetness. Very hot finish. Water helps bring more sweetness out a bit, but cuts some of the body out from under. ",Lew Bryson,Winter 2011
76,McKenzie Rye Whiskey,,Rye Whiskey,,"Young, but dark; this one's finished in sherry barrels. Peppery, sweet, fruity aromas make it hard to separate the whiskey from the sherry influence. Lots of sherry wood in the mouth, too; oily, waxy, but the whiskey comes through clearly now, with sheaves of rye rolling across the tongue. The sherry is too heavy-handed, it has more presence than it should. Maybe more blending of un-sherried whiskey would work. ",Lew Bryson,Winter 2011
76,Santis Edition Santis,40.0,Swiss,,"The least exciting or distinctive of the Santis range and in some ways the most Germanic and European, with a soft, sweet, and rounded taste that, depending on your point of view, is either flabby and ill-defined, or delightfully soft and cushion-like; the whisky equivalent of eating a milk chocolate bar with a honeycomb center.  €32",Dominic Roskrow,Winter 2011
77,Rabbit Hole PX Sherry Cask Finished,,Bourbon/Tennessee,80,"It’s 68% corn, 18% wheat, and 14% malted barley finished in a sherry barrel. First there’s an assortment of wood, from tree to toasted oak, followed by roasted walnuts, leather, and marshmallow. Grapefruit rind and a bitterness appear, followed by more woody notes and hints of vanilla. It never strikes the desired balance, finishing short with a hint of hazelnut.",Fred Minnick,Summer 2017
77,Montgomery American Single Malt 3 year old,45.0,Craft Whiskey,46,"Campfire smoke, fusel notes, green twigs, and <em>rhum agricole</em> give a rustic edge to this big and broad-shouldered whiskey. Full-bodied with an attitude, the sweet clover honey, oily character,  and lingering burnt sugar bitterness feel a bit disjointed. Pot distilled and aged in charred oak for 3 years.",Jeffery Lindenmuth,Spring 2017
77,"Great Wagon Road RUA American Single Malt (release 6, batch 10)",40.0,Craft Whiskey,47,"There is a certain rusticity here, with a nose rooted in <i>rhum agricole</i>, sweet malt, honeycomb, butterscotch, and molasses, tinged with furniture polish and varnish notes. The palate is sweet and candied, with Bit-O-Honey, circus peanuts, and nougat, turning a touch chocolatey on the finish.",Jeffery Lindenmuth,Winter 2016
77,Douglas Laing Old Particular (distilled at Port Dundas) 25 year old 1990,,Single Grain Whisky,129,"Squished rosehip, nuttiness, and seasoned wood, but there is little else of note on this one. The palate has corn sweetness, red fruits, pomegranate, cherry lips, and descends into soor ploom territory with more oak wood. The finish continues the woody theme with a residual baked apple note.  Port Dundas can be wonderful to drink, but with no shortage of good to great grain whisky on the market, I feel this one is past its best. (258 bottles) £90",Jonny McCormick,Summer 2016
77,Amador Ten Barrels Straight Hop-Flavored Whiskey,48.0,Flavored Whisky & Liqueurs,,"This literally tastes like pan-fried mushrooms and roots. It’s earthy; you don’t really expect such intensity from a flavored whiskey. After earth, hops, chocolate, and root beer, I finally taste the whiskey; a nearly absent sensation toward the end. But I guess that’s the point: if they wanted you to taste whiskey, they wouldn’t flavor it. Still, there are no chemically-imbalanced flavors here. This is worth trying, even for us curmudgeon purists.",Fred Minnick,Summer 2016
77,Clansman,40.0,Blended Scotch Whisky,14,"This Highland blend has a nose of lemon peel, tangerine, and pine-scented kitchen surfaces. The whisky is young, with a sweet mandarin dressing over the grain character, barley sugars, and a gentle rumble of spice. What it lacks at this age is mouthfeel, structure, and wood influence. The finish continues the sugared orange theme, with spice and ground pepper fading to soor plooms. For what can be expected at this age, the Clansman does its job well.",Jonny McCormick,Spring 2016
77,Texas Crown Club,40.0,Canadian,20,"Porridge, butterscotch, and a little dust on the nose. Rosewater and some spice on the palate, but the floral notes are out of balance. Hot peppers, slightly pulling, and a bit mealy on the tongue, then a pleasing earthiness. The label says “ultra premium,” the taste says “not so much.” The best feature is the pepper, which will bolster ginger ale and cut through cola because this is not really for sipping.",Davin de Kergommeaux,Spring 2016
77,Palmetto Whiskey,,Craft Whiskey,30,"Palmetto distillery has been making ‘moonshine’ products so far, and now they have some spirit aged in new French oak. Aromas of sweet pastry dough, new rubber, horehound, and bitter orange make for an intriguing nose. The mouth is fiery hot, thin in body, and tends to stay that way through to the end. The horehound blends with rye bitterness to make this a bit medicinal. Hot for sipping, but should make a very good Old Fashioned.",Lew Bryson,Winter 2015
77,Old Forester 1897 Bottled in Bond,50.0,Bourbon/Tennessee,50,"Screaming oak nose for a relatively young whiskey; about all that’s there is whiskey-soaked staves and some hot spice. Drillingly-hot entry; I’ve tasted bourbons at 60% that were less hot. Roaring oak fire with some underlying corn sweetness; this isn’t subtle or quiet on the tongue. Water brings out more—sweet corn, mint, rye oil—but the oak still dominates. Almost astringent in the finish. If you like big oak, here it is, but forget balance.",Lew Bryson,Fall 2015
77,Wild Weasel Finest Blend,40.0,Blended Belgian Whisky,44,"They blended Wild Weasel single malt with whisky from the Radermacher distillery (maker of Lambertus grain whisky) to create the world’s first blended Belgian whisky. It noses young, with straw, digestive biscuits, damp woodlands, oat breakfast cereals, and a hint of spice saving it from nosing like a crisp Sauvignon Blanc. The mouthfeel is languorous, with a musty texture, some grapefruit acidity, tangerine sweetness, and a mild, malty finish. So now we know. €40",Jonny McCormick,Fall 2015
77,The Lost Distillery Company Auchnagie (batch 2/1),46.0,Blended Scotch Whisky,65,"Auchnagie (1812–1911) was a southern Highland distillery that existed for close to a century near Balluinluig, south of Pitlochry. This reanimation is pale yellow in color with an abundance of young, green herbal, and foliage notes, with summer ferns, cardamom pods, and green tea. It has an ethereal, gossamer-like texture, with green apple, melon boats, and soft honey. As the layers peel away, the sweetness is dabbed with spices and black pepper before it peters out.",Jonny McCormick,Summer 2015
77,Two James Johnny Smoking Gun (batch 3),,Craft Whiskey,49,"“Smoked” with a maceration of Lapsang Souchong tea (which leaves some fine sediment). Thickly sweet and herbal nose in a ruddy whiskey; like a sweetened, aged genever. On the palate, this 70% 7 year old MGP corn, 30% unaged Two James rye is woody and ash-bitter in the core, with a wrapping of that sweetness. The herbal character saves it from the squabble between sweet and bitter, but it comes off more as a tonic than a whiskey.",Lew Bryson,Summer 2015
